"pid","object_pid","label","artist","provenance_date","provenance_location","provenance_text","collection","order"
"5258","3207","Forest Landscape with Hunting Scene","janbrueghel","Dec 13 2001","London","Sale, Sotheby's, Lot #26 (as ""Attributed to Jan I"")","provenance",
"5265","3210","Forest Landscape with Sacrifice of Isaac (Tokyo)","janbrueghel","Mar 14 1972","Amsterdam","Sale, Mark van Waay, Lot #12","provenance",
"5266","3210","Forest Landscape with Sacrifice of Isaac (Tokyo)","janbrueghel",,"New York, NY","Collection of Maxwell Brandwen","provenance",
"5267","3210","Forest Landscape with Sacrifice of Isaac (Tokyo)","janbrueghel","1979","London","Gallery of Thomas and Brenda Brod","provenance",
"5268","3210","Forest Landscape with Sacrifice of Isaac (Tokyo)","janbrueghel","2002","Tokyo","Purchased by National Museum of Western Art","provenance",
"5269","3211","Forest Landscape with St. Hubert","janbrueghel",,,"Collection of Vischer-Sarasin","provenance",
"5270","3211","Forest Landscape with St. Hubert","janbrueghel","Mar 18 2008","Zürich","Sale, Koller","provenance",
"5271","3212","Forest Landscape with Stag Hunt","janbrueghel","Until 1748","Prague","Treasury of Prague","provenance",
"5272","3212","Forest Landscape with Stag Hunt","janbrueghel","1748","Vienna","Kunsthistorisches Museum","provenance",
"5273","3213","Forest Landscape with Stream","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana","provenance",
"5274","3214","Forest Landscape with Travelers","janbrueghel",,"Paris","Palais Royal Collection","provenance",
"5275","3214","Forest Landscape with Travelers","janbrueghel",,"England","Private Collection","provenance",
"5276","3215","Forest Landscape with Wanderers","janbrueghel","Before 1988","Rome","Stroganoff Collection","provenance",
"5277","3215","Forest Landscape with Wanderers","janbrueghel","1988","Stockholm","Collection of Lars Bomann","provenance",
"5278","3216","Forest Landscape with Woodcutters","janbrueghel","Jun 25 1985","Paris","Sale, Ader Picard Tajan","provenance",
"5279","3216","Forest Landscape with Woodcutters","janbrueghel","1985","Paris","Galerie d'Art St. Honoré, Cat. #11","provenance",
"5280","3217","Forest Landscape with Woodcutters (Flight into Egypt) (St. Petersburg)","janbrueghel","18th century","Cologne","Collection of Clemens August, Duke of Bavaria, Prince-Elector and Archbishop of Cologne","provenance",
"5281","3217","Forest Landscape with Woodcutters (Flight into Egypt) (St. Petersburg)","janbrueghel","1769","Dresden","Acquired with the Count Brühl Collection","provenance",
"5282","3218","Forest Landscape with a Pond","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana","provenance",
"5283","3219","Forest Landscape with a Pond (Germany)","janbrueghel","Before 1989","Solihull","Gallery Müllenmeister","provenance",
"5284","3220","Forest Landscape with a Pond and Hunter","janbrueghel","Jul 4 1997","London","Sale, Christie's (as ""Coninxloo"")","provenance",
"5285","3220","Forest Landscape with a Pond and Hunter","janbrueghel",,"Munich","Gallery Bernheimer","provenance",
"5286","3220","Forest Landscape with a Pond and Hunter","janbrueghel","Dec 8 2007","Munich","Sale, Hampel, Lot #1804 (as Gillis van Coninxloo III (1544-1607))","provenance",
"6613","3222","Forest Road","janbrueghel","19th century","Amsterdam","Jacob de Vos Jacobsz","provenance",
"6614","3222","Forest Road","janbrueghel","May 22 1883 to May 24 1883","Amsterdam","Sale, Lot #87","provenance",
"6615","3222","Forest Road","janbrueghel",,"Brussels","Jean de Grez (Lugt 1834)","provenance",
"6616","3222","Forest Road","janbrueghel","1913","Brussels","Donated to Musées Royaux des Beaux-Arts de Belgique by de Grez","provenance",
"5289","3223","Forest Road with Travelers","janbrueghel","Apr 4 1837 to Apr 6 1837","Paris","Duc de Berry, Palais de l'Elysée, inv. #95","provenance",
"5290","3223","Forest Road with Travelers","janbrueghel","1903 to 1928","Warwick","The Earls of Warwick, Warwick Castle","provenance",
"5291","3223","Forest Road with Travelers","janbrueghel","1928 to 1974","Warwick","Charles Guy Fulke Greville, 7th Earl of Warwick, Warwick Castle","provenance",
"5292","3223","Forest Road with Travelers","janbrueghel","1974","London","Sale from Gallery Speelman Ltd. to Met","provenance",
"5293","3224","Forest Road with Travelers (Florence)","janbrueghel","1929","Florence","Collection of E. Saulmann","provenance",
"5294","3224","Forest Road with Travelers (Florence)","janbrueghel",,"Amsterdam","J. Goudstikker Gallery, inv. #8","provenance",
"5295","3224","Forest Road with Travelers (Florence)","janbrueghel",,"Berlin","Frank A. Gutmann","provenance",
"5296","3225","Forest Road with Travelers (France)","janbrueghel","1979","Belgium","Private Collection","provenance",
"5297","3225","Forest Road with Travelers (France)","janbrueghel","Jul 5 1985","London","Sale, Christie's, Lot #30","provenance",
"5298","3225","Forest Road with Travelers (France)","janbrueghel","1985","Paris","Galerie d'Art St. Honoré, inv. #9","provenance",
"5299","3226","Forest Road with Travelers (Madrid)","janbrueghel","1746","Madrid","La Granja, Inventory of 1746","provenance",
"5300","3226","Forest Road with Travelers (Madrid)","janbrueghel",,"Madrid","Later in Palacio de Aranjuez","provenance",
"5301","3227","Forest Road with Woodcutter","janbrueghel","1722","Dresden","Inventory of 1722, inv. #A607","provenance",
"5302","3228","Forest Road with Woodcutter (London)","janbrueghel","Dec 12 1984","Paris","Sale, Couturier Nicolay","provenance",
"5303","3229","Forest with Hunting Scene","janbrueghel",,,"Private Collection, Europe","provenance",
"5304","3229","Forest with Hunting Scene","janbrueghel","Dec 13 1978","London","Sale, Sotheby's, Lot #102 (as Anton Mirou)","provenance",
"5305","3229","Forest with Hunting Scene","janbrueghel","1979","London","Gallery Thomas Brod","provenance",
"6547","3230","Forge in the Forest","janbrueghel","Until 1934","Abergavenny","Lord Treowen, Llanover House","provenance",
"6548","3230","Forge in the Forest","janbrueghel","Jun 20 1934",,"Sale, Bruton, Knowles,  & Co. Lot #997","provenance",
"6549","3230","Forge in the Forest","janbrueghel","20th century","Killinghall","Alfred Jowett","provenance",
"6551","3230","Forge in the Forest","janbrueghel","1938","Amsterdam","Purchased by the Rijksmuseum from F.W.H. Hollstein","provenance",
"5310","3234","Foundry in the Mountains (Rome)","janbrueghel","1819",,"First appears in the inventory of the Fidecommissario (as ""Vanvitelli"")","provenance",
"6557","3235","Four Windmills along a Road","janbrueghel","18th century","Amsterdam","Johann Goll van Franckenstein I","provenance",
"6558","3235","Four Windmills along a Road","janbrueghel","Mar 1 1819","Amsterdam","(Possibly) Sale, C.S. Roos","provenance",
"6559","3235","Four Windmills along a Road","janbrueghel","Jun 25 1995 to Jun 26 1995","Amsterdam","Sale, F. Muller, Lot #127","provenance",
"6560","3235","Four Windmills along a Road","janbrueghel",,,"Bought by H. J. Valk for Vereniging Rembrandt","provenance",
"6561","3235","Four Windmills along a Road","janbrueghel","Mar 1897","Amsterdam","Sold to Rijksmuseum","provenance",
"5316","3237","Fruit Garland with Holy Family","janbrueghel","Before 1966","Paris","Private Collection","provenance",
"5317","3237","Fruit Garland with Holy Family","janbrueghel","1966","Paris","Francoise Heim","provenance",
"5318","3238","Fruit Garland with Holy Family (Amsterdam)","janbrueghel","Before 1636","Turnhout","Collection of B. Leflot Helsen","provenance",
"5319","3238","Fruit Garland with Holy Family (Amsterdam)","janbrueghel","Mar 5 1936","Brussels","Sale of Charles Kreglinger Collection, Galerie Le Roy, Lot #4","provenance",
"5320","3238","Fruit Garland with Holy Family (Amsterdam)","janbrueghel","Oct 8 1958","Brussels","Sale of Jules van Hulst Collection, Palais des Beaux-Arts, Lot #82","provenance",
"5321","3239","Fruit Garland with Holy Family in a Landscape","janbrueghel","1991","Paris","Sale, Christie's","provenance",
"5322","3240","Fruit Garland with Madonna, Child and John the Baptist","janbrueghel","1966","London","Hallsborough Gallery","provenance",
"5323","3240","Fruit Garland with Madonna, Child and John the Baptist","janbrueghel",,"Basel","Private Collection","provenance",
"5324","3241","Fruit Garland with Madonna and Child","janbrueghel","Dec 12 1979","London","Sale, Sotheby's, Lot #77","provenance",
"5325","3241","Fruit Garland with Madonna and Child","janbrueghel","Dec 10 2003","London","Sale, Christie's, Lot #20","provenance",
"5332","3243","Fruit Garland with Offering to Ceres (Brussels)","janbrueghel",,"Weymouth","Collection of Captain Montague Thomas","provenance",
"5333","3243","Fruit Garland with Offering to Ceres (Brussels)","janbrueghel","Jul 13 1895","London","Sale, Lot #82","provenance",
"5334","3243","Fruit Garland with Offering to Ceres (Brussels)","janbrueghel","19th century","New York, NY","Collection of Salomon van Berg","provenance",
"5335","3243","Fruit Garland with Offering to Ceres (Brussels)","janbrueghel",,"New York, NY","Collection of Bart van Berg","provenance",
"5336","3243","Fruit Garland with Offering to Ceres (Brussels)","janbrueghel","Jun 25 1969","London","Sale, Sotheby's, Lot #86","provenance",
"5337","3243","Fruit Garland with Offering to Ceres (Brussels)","janbrueghel",,"London","Duits, Ltd.","provenance",
"5338","3243","Fruit Garland with Offering to Ceres (Brussels)","janbrueghel","1969","Brussels","Acquired by Dexia Bank","provenance",
"5339","3244","Fruit Garland with Offering to Ceres (Madrid)","janbrueghel",,"Madrid","Spanish Royal Collection","provenance",
"5340","3246","Fruit and Flower Garland with the Holy Family in a Landscape (Munich)","janbrueghel",,"Munich","Kurfürstlichen Galerie","provenance",
"5341","3246","Fruit and Flower Garland with the Holy Family in a Landscape (Munich)","janbrueghel","1922","Munich","Alte Pinakothek, Catalogue of 1922, inv. #149","provenance",
"5342","3246","Fruit and Flower Garland with the Holy Family in a Landscape (Munich)","janbrueghel","After 1930","Munich","Schleißheim Painting Gallery","provenance",
"5343","3246","Fruit and Flower Garland with the Holy Family in a Landscape (Munich)","janbrueghel",,"Munich","Bavarian State Painting Gallery Collection, inv. #149","provenance",
"5351","3248","Gallery Interior with Archdukes Albert and Isabella","janbrueghel",,"New York, NY","Pierpont Morgan","provenance",
"5352","3248","Gallery Interior with Archdukes Albert and Isabella","janbrueghel","Apr 22 1948","New York, NY","Sale of Satterlee Collection, Parke-Bernet, Lot #25","provenance",
"5353","3248","Gallery Interior with Archdukes Albert and Isabella","janbrueghel","1948","Baltimore, MD","The Walter Art Gallery","provenance",
"5354","3249","Gallery Interior with Dog and Parrot","janbrueghel","Before 1913","London","Mrs. Lawrence, Emperor's Gate","provenance",
"5355","3249","Gallery Interior with Dog and Parrot","janbrueghel","Dec 19 1913","London","Sale, Christie's, Lot #82","provenance",
"5356","3249","Gallery Interior with Dog and Parrot","janbrueghel","1914",,"Inherited by W.J. Lawrence","provenance",
"5357","3249","Gallery Interior with Dog and Parrot","janbrueghel",,,"Captain M. Graham","provenance",
"5358","3249","Gallery Interior with Dog and Parrot","janbrueghel","Before 1967",,"Joseph Bliss","provenance",
"5359","3249","Gallery Interior with Dog and Parrot","janbrueghel","Apr 19 1967",,"Sale, Sotheby's, Lot #112","provenance",
"5360","3252","Garden of the Janshoven Castle","janbrueghel",,"Germany","Private Collection","provenance",
"5375","3254","Grain Harvest","janbrueghel","Before 1979","Stockholm","Collection of Osborn Kling","provenance",
"5376","3254","Grain Harvest","janbrueghel","19th century to 20th century","Stockholm","Collection of Einar Perman","provenance",
"5377","3254","Grain Harvest","janbrueghel",,"Dortmund","Collection of H. Becker","provenance",
"5378","3255","Grain Harvest (Madrid)","janbrueghel","Before 1736","Madrid","Possibly in the Alcázar","provenance",
"5379","3255","Grain Harvest (Madrid)","janbrueghel","1794","Madrid","Madrid Palace (among pieces in storage, valued at 8000 reales)","provenance",
"5380","3256","Harbor Landscape with Scipio's Grave","janbrueghel","1956","London","Hallsborough Gallery","provenance",
"5381","3256","Harbor Landscape with Scipio's Grave","janbrueghel","After 1956","Sussex","Collection of Bernard Falk, Esquire of Hove","provenance",
"6795","3257","Harbor Scene","janbrueghel","1910","London","Bequeathed by George Salting to British Museum","provenance",
"7084","3259","Harbor Scene (Paris)","janbrueghel","Late 19th century",,"Seized during the French Revolution","provenance",
"5385","3260","Harbor with Preaching of Christ (London)","janbrueghel","1923","Paris","Galerie Brunner","provenance",
"5386","3260","Harbor with Preaching of Christ (London)","janbrueghel",,"Stockholm","Count de Fuer","provenance",
"5387","3260","Harbor with Preaching of Christ (London)","janbrueghel","Before 1979","New York, NY","Saul Steinberg","provenance",
"5388","3260","Harbor with Preaching of Christ (London)","janbrueghel","Nov 30 1979","London","Sale, Christie's, Lot #54","provenance",
"5389","3260","Harbor with Preaching of Christ (London)","janbrueghel","2002","London","Johnn van Haeften Ltd.","provenance",
"5397","3263","Hell Scene","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana","provenance",
"5398","3264","Hell Scene (Amsterdam)","janbrueghel","Mar 24 1953","Paris","Charpentier","provenance",
"10336","3265","Hell Scene (Paris)","janbrueghel","2001","Paris","Galerie Gombert","provenance",
"5399","3266","Hermit with Vegetable Garden and Distant Landscape","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana","provenance",
"5400","3267","Herse Being Prepared for her Wedding","janbrueghel","1737","The Hague","Private Collection","provenance",
"5401","3267","Herse Being Prepared for her Wedding","janbrueghel","1750","Delft","Acquired by Wilhelm VIII from the REuver Collection","provenance",
"5402","3267","Herse Being Prepared for her Wedding","janbrueghel","1807 to 1815","Paris",,"provenance",
"6793","3268","A Highway Robbery","janbrueghel","Until 1859","London","A. E. Evans & Sons","provenance",
"6794","3268","A Highway Robbery","janbrueghel","1859",,"Bought by British Museum from A.E. Evans & Sons","provenance",
"6694","3271","Hilly Landscape with Figures Near a Ravine","janbrueghel","1987","New York, NY","Sale, Bob P. Haboldt Gallery","provenance",
"6695","3271","Hilly Landscape with Figures Near a Ravine","janbrueghel","1987","Chicago, IL","Bought by Art institute of Chicago with Helen Regenstein Fund","provenance",
"5407","3277","Holy Family in a Landscape (Munich)","janbrueghel","Until 1748","Schleißheim","Galerie Schleißheim","provenance",
"5408","3278","Holy Family in a Landscape with John the Baptist (London)","janbrueghel","Dec 20 1994","Paris","Sale, Ader Picard Tajan, Lot #25","provenance",
"5409","3278","Holy Family in a Landscape with John the Baptist (London)","janbrueghel","After 1994","France","Private Collection","provenance",
"5410","3280","Holy Family with John the Baptist in a Landscape","janbrueghel",,"Firth of Clyde","Dukes of Hamilton Brandon, Brodick Castle","provenance",
"5411","3280","Holy Family with John the Baptist in a Landscape","janbrueghel","1996","Paris","Gallery of Jonckheere","provenance",
"6543","3282","Horse with Cart and Horse Head","janbrueghel","20th century","Paris","Purchased from P.Bayser","provenance",
"6544","3282","Horse with Cart and Horse Head","janbrueghel","1953","Amsterdam","Rijksmuseum","provenance",
"5413","3284","Icon of the Madonna and Child Suspended Within a Fruit and Flower Garland","janbrueghel","Before 1630","Flanders","Purchased by Don Diego Mexia, Marquis of Leganés","provenance",
"5414","3284","Icon of the Madonna and Child Suspended Within a Fruit and Flower Garland","janbrueghel","1630","Madrid","Collection of Don Diego Mexia","provenance",
"5415","3284","Icon of the Madonna and Child Suspended Within a Fruit and Flower Garland","janbrueghel","1666","Madrid","Collection of the Alcazar","provenance",
"5416","3284","Icon of the Madonna and Child Suspended Within a Fruit and Flower Garland","janbrueghel","1686","Madrid","Salon de los Espejos","provenance",
"5417","3285","Infanta Isabella and her Entourage in the Park at Mariemont","janbrueghel","1633","San Juan","One of 25 paintings sent from Flanders for the Queen at the Torre Nueva, Alcazar","provenance",
"5418","3285","Infanta Isabella and her Entourage in the Park at Mariemont","janbrueghel","1633","San Juan","In Great Chamber near to Lower Court","provenance",
"5419","3285","Infanta Isabella and her Entourage in the Park at Mariemont","janbrueghel","1701","Madrid","Casa de Campo","provenance",
"5420","3286","Infanta Isabella and her Ladies Making Hay near Mariemont","janbrueghel","1636","Madrid","Collection of the Alcazar via Queen Isabel de Bourbon","provenance",
"5421","3287","Infanta Isabella before Mariemont Castle","janbrueghel","1636","Madrid","Collection of the Alcazar","provenance",
"5422","3287","Infanta Isabella before Mariemont Castle","janbrueghel","1734","Madrid","Rescued from fire","provenance",
"5423","3287","Infanta Isabella before Mariemont Castle","janbrueghel","1819","Madrid","Transferred to the Prado","provenance",
"5424","3289","Interior of a Cathedral","janbrueghel","1812 to 1871","Laxenburg","Esterházy Collection, Schloss Laxenburg","provenance",
"5425","3289","Interior of a Cathedral","janbrueghel","1871","Vienna","Acquired by the Szépmveszéti Múseum from the Esterházy family","provenance",
"5431","3291","Interior of a Gothic Church (Milan)","janbrueghel","1609",,"Cardinal Federico Borromeo from Jan Brueghel (with the added staffage)","provenance",
"5432","3291","Interior of a Gothic Church (Milan)","janbrueghel","1611",,"Listed codicil (as ""Steenwijck with figures by Brueghel"")","provenance",
"5433","3291","Interior of a Gothic Church (Milan)","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana (as ""by an excellent Flemish painter with figures by Brueghel"")","provenance",
"5451","3294","Italian Landscape with Travelers","janbrueghel","Before 1929","St. Petersburg","Collection of Youssoupoff","provenance",
"5452","3294","Italian Landscape with Travelers","janbrueghel","1929","St. Petersburg","Leningrad Museums Fund","provenance",
"5453","3295","John the Baptist in the Wilderness (London)","janbrueghel","19th century","Bedfordshire","Thomas Charles Higgins, Turney House,","provenance",
"6936","3296","Jonah Delivered from the Whale","janbrueghel",,"New Haven, CT","Egmont Collection, Yale Library Transfer","provenance",
"5454","3297","Jonah Leaving the Whale (Munich)","janbrueghel","1627","Munich","Maximilian I of Bavaria, Inventory of 1627/30 (as by ""Prügel"")","provenance",
"5455","3298","Judgment of Paris","janbrueghel","1888","Berlin","Kupferstichkabinett","provenance",
"5456","3298","Judgment of Paris","janbrueghel","1891 to 1945","Emden","(as ""Leihgabe"")","provenance",
"5457","3298","Judgment of Paris","janbrueghel",,,"Lost after WWII","provenance",
"5458","3298","Judgment of Paris","janbrueghel","Jul 30 1976","London","Sale, Christie's, Lot #100","provenance",
"5459","3299","Judgment of Paris (Cambridge)","janbrueghel","1816","England","Bequeathed by Richard Fitzwilliam, 7th Viscount","provenance",
"5460","3300","Judgment of Paris (Sibiu)","janbrueghel",,,"From the Brukenhol Collection","provenance",
"5461","3301","Juno in the Underworld","janbrueghel","1722","Dresden","Bought by Graf Wackerbarth (as ""Bruegel et Rotenh., Der Teufel mit seinem Reiche"")","provenance",
"5462","3303","Landing Stage Near a Village","janbrueghel","1719","Düsseldorf","Galerie Düsseldorf, inv. #3 (as ""Fruelen Brugel"")","provenance",
"5463","3303","Landing Stage Near a Village","janbrueghel","1730","Mannheim","Galerie Mannheim, inv. #3","provenance",
"5464","3303","Landing Stage Near a Village","janbrueghel","1822","Munich","inv. #34443","provenance",
"5465","3304","Landing Stage Near a Village (London)","janbrueghel","Jul 7 2000","London","Sale, Christie's, Lot #2 (as ""attributed to Jan I"")","provenance",
"5466","3305","Landing Stage Near a Village (Sweden)","janbrueghel","Before 1937","Stockholm","Hiermar Collection","provenance",
"5467","3305","Landing Stage Near a Village (Sweden)","janbrueghel","After 1937","Stockholm","Collection of Einar Perman","provenance",
"5468","3306","Landing Stage near a Town","janbrueghel",,,"Major Hugh Rose","provenance",
"5469","3307","Landing Stage near a Town (London)","janbrueghel","1794",,"Collection of Gustaf Adolf Sparre, inv. #30","provenance",
"7120","3308","Landscape","janbrueghel",,,"Aimé-Charles-Horace, His de la Salle (Lugt 1333)","provenance",
"7121","3308","Landscape","janbrueghel","1878","Paris","Musée Napoléon","provenance",
"5472","3309","Landscape with Archduke Albert and Mariemont Castle","janbrueghel","19th century to 20th century","New York, NY","Victor Spark Gallery","provenance",
"5473","3309","Landscape with Archduke Albert and Mariemont Castle","janbrueghel","1953","Richmond, VA","The Virginia Museum of Fine Arts (purchased with the support of the Williams Fund)","provenance",
"5474","3310","Landscape with Birds","janbrueghel","Before 1970",,"Martin Ascher Collection","provenance",
"5475","3311","Landscape with Cistern (Milan)","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana (as ""by an excellent Flemish painter with figures by Brueghel"")","provenance",
"6934","3313","Landscape with Fort near Harbor","janbrueghel",,"New Haven, CT","Egmont Collection, Yale Library Transfer","provenance",
"5476","3314","Landscape with Hermit: St. Fulgentius (Vienna)","janbrueghel","1659","Vienna","Archduke Leopold Wilhelm, Lot #682","provenance",
"5477","3315","Landscape with Hermit (St. Fulgentius?) (Milan)","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana (as ""by an excellent Flemish painter with figures by Brueghel"")","provenance",
"5478","3316","Landscape with Hermit and Gypsies (Milan)","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana (as by a Flemish painter)","provenance",
"5479","3317","Landscape with Hermit on the Right (Milan)","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana ","provenance",
"6796","3318","Landscape with Hermits","janbrueghel",,,"Thomas Fitzroy Fenwick","provenance",
"6797","3318","Landscape with Hermits","janbrueghel","18th century to 18th century","London","Sir Thomas Lawrence (lugt 2445)","provenance",
"6798","3318","Landscape with Hermits","janbrueghel",,,"Sir Thomas Phillipps","provenance",
"6799","3318","Landscape with Hermits","janbrueghel","19th century","London","Samuel Woodburn","provenance",
"6800","3318","Landscape with Hermits","janbrueghel","Jun 4 1860",,"Sale of Samuel Woodburn, Christie's, Lot #93 (as ""Brueghel - Landscapes, with market carts &c. - tinted,"" 3 in the lot, b)","provenance",
"6801","3318","Landscape with Hermits","janbrueghel","1946","London","Donated by Count Antoine Seilern","provenance",
"5486","3319","Landscape with Hunters and Dogs","janbrueghel","18th century to 19th century","Scotland","Collection of the 10th Duke of Hamilton","provenance",
"5487","3319","Landscape with Hunters and Dogs","janbrueghel","Jul 20 1882","Hamilton","Sale, Hamilton Palace, Lot #1058 (as ""Brueghel"")","provenance",
"5488","3319","Landscape with Hunters and Dogs","janbrueghel",,,"Collection of J.A. Rose","provenance",
"5489","3319","Landscape with Hunters and Dogs","janbrueghel","1965",,"Bequeathed by Charles Roberts through Mrs. B.H. Roberts","provenance",
"6571","3322","Landscape with Moated Castle","janbrueghel",,"Antwerp","Blockhuysen","provenance",
"6572","3322","Landscape with Moated Castle","janbrueghel","May 14 1907","Brussels","Sale, Lot #473","provenance",
"5498","3323","Landscape with Noble Company","janbrueghel","1926","Brussels","Neumans Collection","provenance",
"5499","3323","Landscape with Noble Company","janbrueghel","Jul 7 1926 to Jul 8 1926","Brussels","Sale, Weber Collection, Lot #30","provenance",
"5500","3323","Landscape with Noble Company","janbrueghel",,"Basel","Private Collection","provenance",
"5501","3323","Landscape with Noble Company","janbrueghel","2003",,"Johnny van Haeften Ltd. inv. #27","provenance",
"5502","3327","Landscape with St. Jerome (Munich)","janbrueghel","1730","Mannheim","Galerie Mannheim","provenance",
"6626","3328","Landscape with Tobias and the Angel","janbrueghel","1894","Germany","Prince Hohenzollern-Hechingen or Nikolaevitsch Romanoff Collection (L. 2087)","provenance",
"5505","3329","Landscape with Tobias and the Fish (Liechtenstein)","janbrueghel","1787","Lichtenstein","Acquired by Prince Alois I","provenance",
"5506","3330","Landscape with Travelers","janbrueghel","1802","Hannover","Probably in the possession of the Hannover Electoral at Hannover Castle, Cat. 1802/03, II, inv. #102","provenance",
"5507","3330","Landscape with Travelers","janbrueghel","1925","Hannover","Acquired by Prince Alois I of Niedersächsisches Landesmuseum","provenance",
"5508","3331","Landscape with Travelers near an Inn","janbrueghel","1748","Mannheim","From the Galerie Mannheim (Royal Inventory 1748, fol. 5v)","provenance",
"5509","3332","Landscape with Travelers on a Woodland Path","janbrueghel","2000","New York, NY","Bequeathed by Hertha Katz to Metropolitan Museum of Art","provenance",
"6928","3333","Landscape with Village near Crossroads and Distant View","janbrueghel",,"New Haven, CT","Egmont Collection, Yale Library Transfer","provenance",
"5519","3335","Landscape with Windmill (Cambridge)","janbrueghel",,,"R.B. Meyer","provenance",
"5520","3337","Landscape with a Ford","janbrueghel","1704","Florence","Galleria degli Uffizi","provenance",
"5521","3338","Landscape with a Windmill on a Hill","janbrueghel","Dec 7 2005","London","Sale, Sotheby's (as studio of Jan I)","provenance",
"5522","3339","Landscape with the Return of the Herd","janbrueghel","2002","Paris","Galerie de Jonckheere, inv. #31","provenance",
"5523","3340","Large Bouquet in an Earthenware Vase (Bucharest)","janbrueghel","Before 1879","Messina","Collection of Felix Bamberg","provenance",
"5524","3340","Large Bouquet in an Earthenware Vase (Bucharest)","janbrueghel","1879","Romania","Collection of King Carol I","provenance",
"5525","3340","Large Bouquet in an Earthenware Vase (Bucharest)","janbrueghel","1948","Bucharest","Muzeul National de Art al României, inv. #8210/244","provenance",
"5526","3341","Large Fish Market with Self Portrait","janbrueghel","1730","Mannheim","Galerie Mannheim","provenance",
"5527","3342","Last Judgement","janbrueghel","1601","Rome","Possibly Collection of Benedetto Giustiniani","provenance",
"5528","3342","Last Judgement","janbrueghel","Mar 24 1953","Paris","Charpentier, Lot #7","provenance",
"5529","3342","Last Judgement","janbrueghel","1961","Amsterdam","Gallery de Boer","provenance",
"5530","3344","Latona and the Lycian Farmers","janbrueghel","Before 1819","Vienna","Gallery Sickingen","provenance",
"5531","3344","Latona and the Lycian Farmers","janbrueghel",,"Frankfurt","Acquired from Frankfurter Kunstverein","provenance",
"5532","3344","Latona and the Lycian Farmers","janbrueghel","1876","Vienna","Jaeger Collection","provenance",
"5533","3345","Latona and the Lycian Farmers (Amsterdam)","janbrueghel","1809","The Hague, Rotterdam","Acquired by Rijksmuseum from the Cabinet van Heteren, Gevers","provenance",
"5534","3346","Latona and the Lycian Farmers (London)","janbrueghel","19th century","Scotland","Duke of Buccleuch and Queensberry","provenance",
"5535","3346","Latona and the Lycian Farmers (London)","janbrueghel",,,"Mrs. P. Sanguinetti","provenance",
"5536","3346","Latona and the Lycian Farmers (London)","janbrueghel",,,"Collection of Mrs. R. Peto","provenance",
"5537","3346","Latona and the Lycian Farmers (London)","janbrueghel","Nov 26 1971","London","Sale, Christie's","provenance",
"5538","3347","Lot and His Daughters before Sodom (Munich)","janbrueghel","1725","Munich","Archducal Gallery, inv. #776 or 782 (as ""Night Piece by Peter Brueghel"")","provenance",
"5539","3347","Lot and His Daughters before Sodom (Munich)","janbrueghel","1748","Schleißheim","Schleißheim, Inv.fol.6v","provenance",
"5540","3347","Lot and His Daughters before Sodom (Munich)","janbrueghel","1799","Munich","inv. #464","provenance",
"5541","3347","Lot and His Daughters before Sodom (Munich)","janbrueghel","1822","Munich","inv. #2014","provenance",
"5542","3347","Lot and His Daughters before Sodom (Munich)","janbrueghel","1906","Munich","inv. #672 (as ""Jan Brueghel the Elder"")","provenance",
"5543","3348","Madonna and Child in a Flower Garland (Gerardsbergen)","janbrueghel","1900",,"Legaat Gustaaf Verhaeghe","provenance",
"5544","3349","Madonna and Child in a Flower Garland (Madrid)","janbrueghel","ca. 1772","Madrid","Probably in Royal Inventory","provenance",
"5545","3350","Madonna and Child in a Flower Garland with Putti (Munich)","janbrueghel","Early 18th century","Düsseldorf","Galerie Düsseldorf","provenance",
"5546","3350","Madonna and Child in a Flower Garland with Putti (Munich)","janbrueghel","1806","Düsseldorf","Galerie Düsseldorf, inv. #769","provenance",
"5547","3350","Madonna and Child in a Flower Garland with Putti (Munich)","janbrueghel","1822","Munich","inv. #661","provenance",
"5548","3351","Madonna and Child with Angels in a Landscape","janbrueghel","1924",,"From the Collection of D.I. Schukin","provenance",
"5553","3354","Madonna of the Forget-Me-Nots","janbrueghel","1809",,"Knyff","provenance",
"5554","3354","Madonna of the Forget-Me-Nots","janbrueghel","Sep 26 1840 to Sep 27 1840","Liverpool","Sale, J. Douglas","provenance",
"5555","3354","Madonna of the Forget-Me-Nots","janbrueghel","1882","Paris","Bought from dealer Leon Gauchez","provenance",
"5556","3355","Maria with the Animals (Rome)","janbrueghel","1819",,"Fidecommissario Catalogue (as ""Brueghel"")","provenance",
"5557","3355","Maria with the Animals (Rome)","janbrueghel","Since early 19th century","Rome","Doria Phamphili Collection","provenance",
"5558","3356","Market Day in Village by a River","janbrueghel","Before 1937","Munich","Alte Pinakothek, inv. #1882","provenance",
