"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","accession_nos_and_notes","private_collection_info","most_recent_sale","collection_type","realdate","numeric_date","medium","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","provenance","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","discussion","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","pieterbruegel_item","order","permalink"
10008,"Three Soldiers","Painting","Urban, Common and Peasant Life","Grisaille|Soldiers|Armor",,20.3,17.8,,"United States","New York, NY","The Frick Collection",,,,"Public",1568,1568,"Oil","Panel",,"BRUEGEL M.D. [L]XVIII","Lower left",,,,,,,,,,,,,,"Sellink, cat. #170: accepted.","Munhall 1966|New York 1968, vol. 1, pp. 142-46|Gibson 1977, p. 134|Chastel 1983, p. 264|Campbell 1985, p. 13",,,,,,"9451|9452|9453|9454|9455",,,,,"Painted in grisaille. Image of back of work available at Frick website.",,"Frick Collection","http://collections.frick.org/view/objects/asitem/items$0040:61","img/derivatives/simple/10008/thumbnail.jpg","img/derivatives/simple/10008/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/three-soldiers"
10009,"The Beggars","Painting","Urban, Common and Peasant Life","Forest|Beggars|Road",,18.5,21.5,,"France","Paris","Musée du Louvre",,,,"Public",1568,1568,"Oil","Panel",,"BRUEGEL M.D.LXVIII","Lower left",,,,,,,,,,,,,,"Sellink, cat. #166: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 182-85|Paris 1979, 37|Marijnissen 1988, pp354-59|Roberts-Jones 2002, pp. 230-31",,,,,,"9456|9457|9458",,,,,,,"The Louvre","http://www.louvre.fr/en/oeuvre-notices/beggars","img/derivatives/simple/10009/thumbnail.jpg","img/derivatives/simple/10009/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-beggars"
10010,"The Visit to the Farmstead","Painting","Urban, Common and Peasant Life","Grisaille",,28.5,42.7,,"France","Paris","Fondation Custodia (Collection Frits Lugt)",431,,,"Public",,,"Oil","Panel",,,,,,,,,,,,,,,,,"Sellink, cat. #X6: rejected.","Malier 1969, p. 259|Wied 1997-98, pp. 14-15|Ertz 1998, pp. 80-85|Ertz 2000, vol. 1, pp. 474-81, 486",,,,,,,,,,,"Painted in grisaille.",,,,"img/derivatives/simple/10010/thumbnail.jpg","img/derivatives/simple/10010/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-visit-to-the-farmstead"
10011,"Scene with small figures","Painting","Study",,,,,,"France","Rennes","Musée des Beaux-Arts",,,,"Public",,,,,,,,,,,,,,,,,,,,,,,,,,,,"9459|9460",,,,,,,"Joconde","http://www.culture.gouv.fr/public/mistral/joconde_fr","img/derivatives/simple/10011/thumbnail.jpg","img/derivatives/simple/10011/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/scene-with-small-figures"
10012,"The Tower of Babel","Painting","Religious","Tower|Coast|Harbor|Old Testament|Boat","71B421",59.9,74.6,,"Netherlands","Rotterdam","Museum Boijmans Van Beuningen",,,,"Public",1568,1568,"Oil","Panel",,,,,,,,,,,,,,,,,"Sellink, cat. #125: accepted., Accepted, ca. 1563. Friedländer 1937., Accepted, ca. 1563. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 93-97|Marijnissen 1988, pp. 219-22|Gibson 1989, pp. 67-68|Rotterdam 1994, pp. 400-403|Roberts-Jones 2002, pp. 22-51","Van Eyck tot Bruegel, 1994, The Collection Enriched, 2011",,,,,9461,,,,,,,"Museum Boijmans van Beuningen ","http://collectie.boijmans.nl/en/collection/2443-(ok)","img/derivatives/simple/10012/thumbnail.jpg","img/derivatives/simple/10012/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-tower-of-babel"
10013,"View of the Bay of Naples","Painting","Seascape","City|Harbor|Sailors|Boat|Ship",,42,71,,"Italy","Rome","Galleria Doria Pamphilj","FC 546",,,"Public",,,"Oil","Panel",,,,,,,,,,,,,,,,,"Sellink, cat. #X7: rejected., Accepted. Tolnay 1935., Accepted, ca. 1558. Friedländer 1937., Accepted, ca. 1562-63. Grossmann 1973., Doubtful, ca. 1562. Marijnissen 1988.","Gibson 1977, pp. 27 and 93|Marijnissen 1988, p. 381|Roberts-Jones 2002, pp. 282-83","Cassel, France, Musée de Flandre, ""Flanders and the Sea,"" 2015",,,,,"9462|9463|9464|9465",,,,,,,,,"img/derivatives/simple/10013/thumbnail.jpg","img/derivatives/simple/10013/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/view-of-the-bay-of-naples"
10014,"Landscape with the Parable of the Sower","Painting","Landscape","Farming|Castle|Church|Village|Forest|Harbor|Mountain|River|Boat","73C811",73.7,102.9,,"United States","San Diego, CA","Timken Museum of Art","1957: 002",,,"Public",1557,1557,"Oil","Panel",,,,,,,,,,,,,,,,,"Sellink, cat. #61: tentatively ascribed, accepted.","Gibson 1977, pp. 42-43|Marijnissen 1988, p. 382|San Diego 1996, p. 11|Roberts-Jones 2002, pp. 123-24","The painting came to the United States just before World War II.  It was then shown in San Francisco and Washington DC.",,,,,"9466|9467|9468",,,,,"Provenance note: ""[1] The picture first came to notice when it was bought by Fernand Stuyck at public auction at the Fievez Gallery, Brussels, in 1924. It was then catalogued simply as Flemish school, seventeenth century. In December of that year, when it was cleaned by the elder Mr. Buesco, conservator for the Belgian royal family, the signature and date were revealed. The painting came to the United States just before World War II. It was then shown in San Francisco and Washington, D.C.""",,"Timken Museum","http://www.timkenmuseum.org/collection/dutchflemish/parable-sower-1557","img/derivatives/simple/10014/thumbnail.jpg","img/derivatives/simple/10014/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/landscape-with-the-parable-of-the-sower"
10015,"The Battle Between Carnival and Lent","Painting","Urban, Common and Peasant Life","Battle|Feasting|Games|Market|Church|Inn|Village|Beggars|Burghers|Children|Fools|Household items","11Q7621",118,164.4,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",1559,1559,"Oil","Panel",,"BRUEGEL 1559","Lower right",,"Inscribed on the banner on the inn on the left: dit is in d[e] blau schut [At the sign of The Blue Barge]",,,,,,,,,,,,"Sellink, cat. #77: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 65-89|Vienna 198, pp. 61-68|Marijnissen 1988, pp. 146-57|Wied 1996b|Härting 1996|Seipel 1998, pp. 18-31|Kavaler 1999, pp. 111-48|Roberts-Jones 2002, pp. 114-20",,,,,,,,,,,,,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10015/thumbnail.jpg","img/derivatives/simple/10015/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-battle-between-carnival-and-lent"
10016,"Children&#39;s Games","Painting","Urban, Common and Peasant Life","Games|City|Children|Crowd",,118,161,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",1560,1560,"Oil","Panel",,"BRUEGEL 1560","Lower right",,,,,,,,,,,,,,"Sellink, cat. #94: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 65-89|Vienna 1981, pp. 68-72|Marijnissen 1988, pp. 161-63|Snow 1997|Hills 1998|Seipel 1998, pp. 32-45|Müller 1999, pp. 40-54|Roberts-Jones 2002, pp. 221-26",,,,,,9469,,,,,,,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10016/thumbnail.jpg","img/derivatives/simple/10016/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/childrens-games"
10017,"The Suicide of Saul in the Battle against the Philistines at Gilboa","Painting","Religious","Battle|Castle|Mountain|River|Soldiers|Old Testament|Armor|Road","71H322",33.5,55,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",1562,1562,"Oil","Panel",,"BRUEGEL. M.CCCCC.LXII","Lower left",,"Inscribed at lower left: SAUL. XXXI. CAPIT.",,,,,,,,,,,,"Sellink, cat. #113: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 88-90|Vienna 1981, pp. 72-76|Marijnissen 1988, pp. 172-79|Gibson 1989, p. 74|Seipel 1998, pp. 46-55",,,,,,"9470|9471|9472",,,,,,,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10017/thumbnail.jpg","img/derivatives/simple/10017/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-suicide-of-saul-in-the-battle-against-the-philistines-at-gilboa"
10018,"The Building of the Tower of Babel","Painting","Religious","Church|City|Tower|Coast|Farm|Field|Harbor|River|Old Testament|Boat","71B421",114,155,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",1563,1563,"Oil","Panel",,"BRUEGEL. FE. MCCCCC.LXIII.","Lower left",,,,,,,,,,,,,,"Sellink, cat. #124: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 93-97|Vienna 1981, pp. 76-81|Marijnissen 1988, pp. 210-18|Gibson 1989, pp. 67-68|Seipel 1998, pp. 56-67|Roberts-Jones 2002, pp. 242-51",,,,,,"9473|9474|9475|9476",,,,,,,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10018/thumbnail.jpg","img/derivatives/simple/10018/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-building-of-the-tower-of-babel"
10019,"Christ Carrying the Cross","Painting","Religious","Robbery|Death|Windmill|Holy Roman Emperor Rudolf II|Jongelinck|Field|Mountain|Beggars|Burghers|Children|Crowd|Merchants|Soldiers|Christ|John the Evangelist|New Testament|Virgin Mary|Wagon","73D41",124,170,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",1564,1564,"Oil","Panel",,"BRUEGEL. MD. LXIIII","Lower right",,,,,,,,,,,,,,"Sellink, cat. #127: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 123-33|Vienna 1981, pp. 81-86|Seipel 1998, pp. 68-83|Müller 1999, pp. 136-42|Gibson 2000|Roberts-Jones 2002, pp. 36-44",,,,,,"9477|9478|9479|9480|9481|9482|9483",,,,,,,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10019/thumbnail.jpg","img/derivatives/simple/10019/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/christ-carrying-the-cross"
10020,"The Return of the Herd (October/ November)","Painting","Landscape","Seasons|Series|Cattle|Horse|Jongelinck|Forest|Mountain|River|Road",,117,159,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",1565,1565,"Oil","Panel",,"BRUEGEL MDLXV","Lower left",,,,,,,,,"The Months",,,,,"Sellink, cat. #136: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 146-59|Vienna 1981, pp. 86-94|Marijnissen 1988, pp. 252-78|Gibson 1989, pp. 69-74|Buchanan 1990|Seipel 1998, pp. 84-113|Goldstein 2000|Falkenburg 2001|Herold 2002|Roberts-Jones 2002, pp. 152-75|Vienna 1981, pp. 95-99",,,,,,"9484|9485|9486|9487|9488",,,,,,,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10020/thumbnail.jpg","img/derivatives/simple/10020/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-return-of-the-herd-october-november"
10021,"Hunters in the Snow (December/ January) ","Painting","Landscape","Hunting|Skating|Seasons|Series|Winter|Dog|Church|Jongelinck|Field|Mountain",,117,162,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",,,"Oil","Panel",,"BRUEGEL. M.D. LXV","Lower center",,,,,,,,,"The Months",,,,,"Sellink, cat. #137: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 146-59|Vienna 1981, pp. 86-94|Marijnissen 1988, pp. 252-78|Gibson 1989, pp. 69-74|Buchanan 1990|Seipel 1998, pp. 84-113|Goldstein 2000|Falkenburg 2001|Herold 2002|Roberts-Jones 2002, pp. 152-75|Vienna 1981, pp. 99-103",,,,,,"9489|9490|9491|9492|9493",,,,,,,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10021/thumbnail.jpg","img/derivatives/simple/10021/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/hunters-in-the-snow-december-january"
10022,"The Gloomy Day (February/ March)","Painting","Landscape","Seasons|Series|Winter|Castle|Village|Jongelinck|Field|Mountain|River|Storm|Children|Boat",,118,163,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",,,"Oil","Panel",,"BRUEGEL MDLXV","Lower left",,,,,,,,,"The Months",,,,,"Sellink, cat. #138: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 146-59|Vienna 1981, pp. 86-94|Marijnissen 1988, pp. 252-78|Gibson 1989, pp. 69-74|Buchanan 1990|Seipel 1998, pp. 84-113|Goldstein 2000|Falkenburg 2001|Herold 2002|Roberts-Jones 2002, pp. 152-75|Vienna 1981, pp. 94-95",,,,,,"9494|9495|9496|9497|9498",,,,,,,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10022/thumbnail.jpg","img/derivatives/simple/10022/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-gloomy-day-february-march"
10023,"The Conversion of Saul","Painting","Religious","Horse|Archduke Ernst|Holy Roman Emperor Rudolf II|Mountain|Soldiers|Apostles|New Testament|Armor|Road","73F221",108,156,,"Austria","Vienna","Kunsthistorisches Museum",3690,,,"Public",,,"Oil","Panel",,"BRUEGEL. MD. LXVII","Lower right",,,,,,,,,,,,,,"Sellink, cat. #158: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 180-82|Vienna 1981, pp. 104-07|Marijnissen 1988, pp. 310-15|Seipel 1998, pp. 114-21|Roberts-Jones 2002, pp. 140-43",,,,,,"9526|9527",,,,,,,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10023/thumbnail.jpg","img/derivatives/simple/10023/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-conversion-of-saul"
10024,"The Wedding Banquet ","Painting","Urban, Common and Peasant Life","Feasting|Wedding|Children|Crowd|Household items|Musical instruments","42D25",114,164,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",,,"Oil","Panel",,,,,,,,,,,,,,,,,"Sellink, cat. #161: accepted., Accepted. Tolnay 1935., Accepted, ca. 1568. Friedländer 1937., Accepted, ca. 1567. Grossmann 1973., Accepted, ca. 1567. Marijnissen 1988.","Gibson 1977, pp. 161-66|Vienna 1981, pp. 110-15|Marijnissen 1988, pp. 316-26|Gibson 1991|Seipel 1998, pp. 128-37|Roberts-Jones 2002, pp. 264-71|Majzels 2003|Ilsink 2006",,,,,,"9499|9500|9501",,,,,,,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10024/thumbnail.jpg","img/derivatives/simple/10024/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-wedding-banquet"
10025,"The Village Kermis","Painting","Urban, Common and Peasant Life","Dancing|Feasting|Lust|Church|Village|Household items|Musical instruments","43A3",114,164,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",,,"Oil","Panel",,"BRUEGEL","Lower right",,,,,,,,,,,,,,"Sellink, cat. #162: accepted., Accepted. Tolnay 1935., Accepted, ca. 1568. Friedländer 1937., Accepted, ca. 1567. Grossmann 1973., Accepted, ca. 1567. Marijnissen 1988.","Gibson 1977, p. 161-66|Vienna 1981, pp. 115-18|Marijnissen 1988, pp. 327-32|Gibson 1991|Seipel 1998, pp. 138-47|Kavaler 1999, pp. 184-211|Roberts-Jones 2002, pp. 271-78",,,,,,"9502|9503|9504",,,,,"Dating on the museum website says 1568 and gives the support as Oak",,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10025/thumbnail.jpg","img/derivatives/simple/10025/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-village-kermis"
10026,"The Peasant and the Birdnester","Painting","Proverb","Robbery|Village|Farm|Field|Forest|River",,59.3,68.3,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",,,"Oil","Panel",,"BRUEGEL MD.LXVIII","Lower left",,,,,,,,,,,,,,"Sellink, cat. #163: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 192-93|Vienna 1981, pp. 107-110|Marijnessen 1988, pp. 348-53|Schlüter/Vinken 1996|Seipel 1998, pp. 122-27|Kavaler 1999, pp. 249-54|Müller 1999, pp. 82-89|Roberts-Jones 2002, pp. 188-91",,,,,,9505,,,,,,,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10026/thumbnail.jpg","img/derivatives/simple/10026/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-peasant-and-the-birdnester"
10027,"Storm at Sea","Painting","Seascape","Birds|Whale|Church|Storm|Boat","26C32",71,91,,"Austria","Vienna","Kunsthistorisches Museum",,,,"Public",,,"Oil","Panel",,,,,,,,,,,,,,,,,"Sellink, cat. #X9: rejected.","Gibson 1977, pp. 196-97|Vienna 1981, pp. 125-38|Marijnissen 1988, pp. 380-81",,,,,,"9506|9507",,,,,"dendrochronological research shows that the wood was not felled before c. 1580-- Demus proposes an attribution to Joos de Moper",758,"Kunsthistorisches Museum","http://bilddatenbank.khm.at/viewArtefact","img/derivatives/simple/10027/thumbnail.jpg","img/derivatives/simple/10027/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/storm-at-sea"
10029,"The Adoration of the Magi in the Snow","Painting","Religious","Everyday life|Winter|Village|Crowd|New Testament","73B23",33,55,,"Switzerland","Winterthur","Am Römerholz",,,,"Public",1563,1563,"Oil","Panel",,"M.D.LXIII/ BRUEGEL","Lower left",,"""243"" painted in black on the center of the reverse.",,,,,,,,,,,,"Sellink, cat. #126: accepted., Doubtful. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 148-49|Marijissen 1988, pp. 308-09|Van den Brink 2001-2|Roberts-Jones 2002, pp. 176-77|Winterhur 2003, pp. 149-59",,,,,,"9508|9509",,"""copied more often than any other composition by Bruegel... Thirty-six versions are known, about twenty-five of which are attributed to Bruegel's son Pieter the Younger.""",,,"Annotation by Antwerp art collector Peeter Stevens in his copy of Van Mander's Schilder-Boeck mentions that he saw 'een cleyn stuxken daer het sneeut' ('a small painting in which it is snowing'). Painting may have been in possession of Johan Moritz Graf Saurma according to label on the reverse.",,"Am Römerholz","http://www.bundesmuseen.ch/roemerholz/index/00868/index.html","img/derivatives/simple/10029/thumbnail.jpg","img/derivatives/simple/10029/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-adoration-of-the-magi-in-the-snow"
10030,"Christ Appearing to his Disciples at the Sea of Tiberias","Painting","Landscape",,"73B23",67,100,,,,,,"Private Collection",,"Private",,,"Oil","Panel",,"P. Brueghel 1553",,,,,,,,,,,,,,,"Sellink: rejected.","De Tolnay 1955|Gibson 1977, pp. 29-30|Roberts-Jones 1980, p. 1|Gibson 1989, p. 122, n. 39|Seipel 1998, p. 155",,,,,,,,,,,"Sellink classifies the work as an imitation or forgery produced after 1600.",,,,"img/derivatives/simple/10030/thumbnail.jpg","img/derivatives/simple/10030/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/christ-appearing-to-his-disciples-at-the-sea-of-tiberias"
10031,"The Death of the Virgin (Banbury)","Painting","Religious","Death|Durer|Rubens|Schongauer|Ortelius|John the Evangelist|Peter|The Golden Legend|Virgin Mary",,36,55,,"England","Banbury","Upton House, National Trust",,,,"Public",1564,1564,"Oil","Panel",,"BRUEGEL","Lower left",,,,,,,,,,,,"Abraham Ortelius",,"Sellink, cat. #128: accepted., Rejected, Copy. Tolnay 1935., Accepted. Friedländer 1937., Accepted, ca. 1564. Grossmann 1973., Accepted. Marijnissen 1988.","Grossmann 1952, pp. 221-23, 227, no.6|Gibson 1977, pp. 132-34|Marijnissen 1988, pp. 236-37|Roberts-Jones 2002, pp. 134-38|Constable 1930 W.G. Constable, ‘Northern Painting in the Lee Collection’, International Studio, March 1930, pp. 41, repd., 43|Glück 1930, pp. 284-86, repd.|Popham 1931, pp. 184-8|Michel 1931 , pp. 85-86, pl. 58|Glück 1932, p. 62, no.16 repd.|Tolnay 1935, pp. 51-2, 92, no.38, pl.148|Friedländer 1937 Max J. Friedländer, Die altniederländische malerei, 14 vols., Berlin and Leiden, 1924-37 (Early Netherlandish Painting, 1967-76), vol. XIV, pp. 29, 60, no.23, pl. XXIII",,,,,,"9386|9387|9388|9389|9390|9391",10127,"Engraving by Philips Galle, published by Philips Galle and Abraham Ortelius",,,"Rubens made a copy. One of three Bruegels painted in grisaille style. October 5, 1894 Christian Hammer collection was sold at Cologne: the picture, at this time attributed to Pieter Bruegel the Younger, went for 390 marks to Antwerp collector Chevalier Mayer van den Bergh.",,"National Trust","http://www.nationaltrustcollections.org.uk/object/446749","img/derivatives/simple/10031/thumbnail.jpg","img/derivatives/simple/10031/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-death-of-the-virgin-banbury"
10032,"The Drunk Cast into the Pigsty","Painting","Proverb","Fortune|Swine",,,,,,,,,"Private Collection","Christie's, London, 10 July 2002, no. 37","Private",1557,1557,"Oil","Panel",,"BRUEG ... M.D.L.VII","Signature indistinct, partly visible only under X-ray",,,,,,,,,,,,,,"Sellink, cat. #62: problematic, but accepted.","Van Schoute/ Verougstraete 2000|Avery-Squash 2001|Marijnissen 2003|Bianconi, Tout l'oeœuvre peint de Bruegel l'Ancien, Paris, 1981, p. 110, no. 72, as a lost work known from the engraving|J. de Coo 1975, pp. 103-4, fig. 57, as Pieter Bruegel I (?)|'Bruegel the Elder The Drunkard being Pushed into the Pigsty', The National Gallery Review, April 2000-March 2001, London, 2001, p. 20|S. Avery-Quash, 'Découverte d'une oeœuvre de Brueghel l'Ancien', L'Estampille/L'Objet d'Art, 359, June 2001, pp. 60-5","London, National Gallery, 2000-01, inv. no. L919, on loan.",,,,,"9411|9412|9413|9414",,"Engraving, The Drunk Cast into the Pigsty, Johannes Wierix, published by Martin Peeters. (Sellink pg.113).  Also painting from workshop of Pieter the Younger",,,"Recently assigned to Bruegel",,"Christie's sale page","http://www.christies.com/lotfinder/lot/pieter-bruegel-i-the-drunkard-pushed-into-3957137-details.aspx","img/derivatives/simple/10032/thumbnail.jpg","img/derivatives/simple/10032/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-drunk-cast-into-the-pigsty"
10033,"The Harvesters (August/ September)","Painting","Landscape","Everyday life|Farming|Resting|Autumn|Seasons|Series|City|Village|Archduke Ernst|Holy Roman Emperor Rudolf II|Coast|Field|Boat","23K3",119,162,,"United States","New York, NY","Metropolitan Museum of Art",,,,"Public",,,"Oil","Panel",,"BRUEGEL/ [MD] LXV","Lower right",,,,,,,,,"The Months",,,,,"Sellink, cat. #135: accepted., Accepted. Tolnay 1935., Accepted. Friedländer 1937., Accepted. Grossmann 1973., Accepted. Marijnissen 1988.","Gibson 1977, pp. 146-59|Vienna 1981, pp. 86-94|Marijnissen 1988, pp. 252-78|Gibson 1989, pp. 69-74|Buchanan 1990|Seipel 1998, pp. 84-113|Goldstein 2000|Falkenburg 2001|Herold 2002|Roberts-Jones 2002, pp. 152-75|New York 1998, pp. 386-91","New York, The Metropolitan Museum of Art, ""The Taste of Today in Masterpieces of Painting before 1900,"" July 10–October 2, 1932, no catalogue, New York, The Metropolitan Museum of Art, ""Landscape Paintings,"" May 14–September 30, 1934,  nr. 17, New York, The Metropolitan Museum of Art, ""Art Treasures of the Metropolitan,"" November 7, 1952–September 7, 1953,  nr. 105, Boston, Museum of Fine Arts,  ""Masterpieces of Painting in The Metropolitan Museum of Art,"" September 16–November 1, 1970, unnumbered cat., New York, The Metropolitan Museum of Art, ""Masterpieces of Fifty Centuries,"" November 15, 1970–February 15, 1971,  nr. 236, New York, The Metropolitan Museum of Art, ""From Van Eyck to Bruegel: Early Netherlandish Painting in The Metropolitan Museum of Art,"" September 22, 1998–February 21, 1999,  nr. 102.",,,,,"9438|9439|9440|9441|9442|9443|9444|9445|9446|9447|9448|9449|9450",,,,,,,"The Metropolitan Museum of Art","http://www.metmuseum.org/art/collection/search/435809","img/derivatives/simple/10033/thumbnail.jpg","img/derivatives/simple/10033/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-harvesters-august-september"
10034,"The Temptation of Saint Anthony","Painting","Religious",,,58.5,85.7,,"United States","Washington, DC","National Gallery of Art","1952.2.19",,,"Public",,,"Oil","Panel",,,,,,,,,,,,,,,,,"Follower of Pieter Bruegel, per NGA Archive.",,"De Van Eyck à Bruegel, Musée de l'Orangerie, Paris, 1935, nr. 16 (as Pieter Bruegel the Elder), Exposition Universelle et Internationale de Bruxelles, Cinq Siécles d'Art, Brussels, 1935, nr. 151 (as Pieter Bruegel the Elder), An Exhibition of Paintings by Living Masters of the Past, The Baltimore Museum of Art, 1943, nr. 9 (as Pieter Bruegel the Elder), 8 Masterpieces of Painting, Portland Art Museum, 1944, not paginated (as Pieter Bruegel the Elder), Themes and Variations in Painting and Sculpture, The Baltimore Museum of Art, 1948, nr. 98 (as Pieter Bruegel the Elder)",,,,,"9528|9529|9530|9531|9532|9533",,,,,,,"National Gallery of Art","http://www.nga.gov/content/ngaweb/Collection/art-object-page.41602.html","img/derivatives/simple/10034/thumbnail.jpg","img/derivatives/simple/10034/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-temptation-of-saint-anthony"
