"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","accession_nos_and_notes","private_collection_info","most_recent_sale","collection_type","realdate","numeric_date","medium","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","biblio_reference","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","bad_copy","exclude_from_browsing","provenance","provenance_text","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","discussion","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","layout","order","permalink"
3105,"Feast of the Gods (Roxburghshire)","Painting","Classical Mythology","Feasting|Birds|Horse|Van Balen|Nude|Putti|Classical|History|Mythological|Flowers|Food|Fruit|Musical instruments",,30,50,,,,,,"Roxburghshire, Private Collection",,"Private","ca. 1616",1616,"Oil","Copper",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #418","Ertz 2008-10, cat. #418",7600,,,418,,,,,5021,"Mrs. Murray, Glenmayne, Galashiels, Selkukshire",3107,,,,,193,,,"img/derivatives/simple/3105/thumbnail.jpg","img/derivatives/simple/3105/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/feast-of-the-gods-roxburghshire"
3106,"Feast of the Gods (Switzerland)","Painting","Classical Mythology","Feasting|Van Balen|Forest|Nude|Putti|Flowers|Food|Fruit",,29.5,41.3,,,,,,"Switzerland, Private Collection",,"Private","ca. 1608",1608,"Oil","Copper",,"V. BAL",,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #405 as Jan and studio","Froitzheim-Hegger 1993, p. 174, n.628|Sutton 1993, p. 210-11, cat. #1|Essen/Vienna 1997, p. 269, fig. 3|Werche 2004, cat. #A.117|Ertz 2008-10, cat. #405","7601|7602|7603","Boston 1993, cat. #1",,405,,,,,"5022|5023","Solingen, Galerie Mullenmeister, 1991|Gallery Edel, Cologne, 1992",3363,,,,,194,,,"img/derivatives/simple/3106/thumbnail.jpg","img/derivatives/simple/3106/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/feast-of-the-gods-switzerland"
3107,"Feast of the Gods (Trondheim)","Painting","Classical Mythology","Feasting|Birds|Horse|Van Balen|Basket|Tazza|Nude|Putti|Flowers|Food|Fruit",,47,66.6,,"Norway","Trondheim","Trondheim Kunstmuseum","inv. #554",,,"Public","ca. 1610",1610,"Oil","Copper",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #415|Ertz 1979, #231 as uncertain, possibly studio","Ertz 1979, cat. #231, fig. 493|Froitzheim-Hegger 1993, pp. 158-59|Werche 2004, cat. #A 126|Ertz 2008-10, cat. #415","7604|7605|7606","London 1979, #26",231,415,,,,,"5024|5025","Probably bought in Paris before 1939|Donated by H. H. Bachke, 1948",3105,,,,,195,,,"img/derivatives/simple/3107/thumbnail.jpg","img/derivatives/simple/3107/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/feast-of-the-gods-trondheim"
3108,"Feast of the Gods with Bacchus","Painting","Classical Mythology","Feasting|Van Balen|Basket|Forest|Nude|Putti|Flowers|Food|Fruit|Musical instruments|Vegetables",,68,106,,"Germany","Munich","Alte Pinakothek","inv. #848 (presently Neuburg an der Donau, Staatsgalerie)",,,"Public","ca. 1617",1617,"Oil","Panel",,,,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #410|Ertz 1979, #359|Werche 2004 as Van Balen with Jan Brueghel","Van Gool 1750/51, vol. 2, p. 560|Jost 1963, pp. 94, 124-25, fig. 27|Ertz 1979, cat. #359, pp. 408, 414ff., 618, fig. 497|Froitzheim-Hegger 1993, pp. 176-83, n.634|Essen/Vienna 1997, p. 274, fig. 1|Werche 2004, p. 184, cat. #A.120|Ertz 2008-10, cat. #410, pp. 822-24|Munich 2009, vol. 1, pp. 260, 341; vol. 2, p. 170|Munich 2013, p. 336, cat. 72","7608|7609|7610|7611|7612|7613","Munich 2009, cat. #10|Munich 2013, cat. #72",359,410,,,,,"5026|5027|5028|5029","Düsseldorf, 1719 inventory #29 as Brueghel and Van Balen|Mannheim, 1730 inventory #27 |Munich, 1822 inventory #2124|Munich, 1905 inventory #174",3112,,,"512|513",,,,,"img/derivatives/simple/3108/thumbnail.jpg","img/derivatives/simple/3108/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/feast-of-the-gods-with-bacchus"
3110,"Feast of the Gods with Marriage of Peleus and Thetis","Painting","Classical Mythology","Feasting|Van Balen|Nude|Putti|Food|Fruit|Vegetables",,34.5,46.5,,"Denmark","Copenhagen","Statens Museum for Kunst","inv. #SP225",,,"Public","ca. 1609",1609,"Oil","Copper",,,,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #407|Ertz 1979, #170","Jost 1963, p. 101, n. 72, p. 109, n. 82, pp. 113, 117, fig. 16|Ertz 1979, cat. #170, p. 409, fig. 488|Boston/Toledo 1993, p. 210, fig. 1|Froitzheim-Hegger 1993, pp. 171-72, n. 623|Werche 2004, #A.118|Ertz 2008-10, cat. #407","7614|7615|7616|7617|7618",,170,407,,,,,"5036|5037","Came from Fredensborg, 1827|Inventory of the Royal Cabinet of Curiosity, #1023",3111,,,7331,,196,"Statens Museum for Kunst","http://www.smk.dk/en/explore-the-art/search-smk/","img/derivatives/simple/3110/thumbnail.jpg","img/derivatives/simple/3110/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/feast-of-the-gods-with-marriage-of-peleus-and-thetis"
3111,"Feast of the Gods with Marriage of Peleus and Thetis (Columbia)","Painting","Classical Mythology","Feasting|Van Balen|Nude|Putti|Food|Fruit|Vegetables",,106.7,177.8,,"United States","Columbia, SC","Columbia Museum of Art",,,,"Public","ca. 1608",1608,"Oil","Panel",,,,,,,,,,,,,,,,"Produced Outside Jan Brueghel's Studio","Ertz 2008-10, #414","Ertz 2008-10, cat. #414",7619,,,414,,,,,5038,"Donated by Mr. Archie O. Joslin, 1958",3110,,,,,197,,,"img/derivatives/simple/3111/thumbnail.jpg","img/derivatives/simple/3111/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/feast-of-the-gods-with-marriage-of-peleus-and-thetis-columbia"
3112,"Feast of the Gods with Musical Nymphs","Painting","Classical Mythology","Feasting|Van Balen|Forest|Nude|Putti|Flowers|Food|Fruit|Musical instruments|Vegetables",,47,66,,"France","Angers","Musée des Beaux-Arts","inv. #358",,,"Public","1610-1615",1610,"Oil","Copper",,,,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #408|Ertz 1979, #343|Werche 2004 as Van Balen and Jan Brueghel","Peltzer 1916, pp. 334, 353, fig. 25|Van den Borren 1934, pp. 193-99|Bardon 1960, p. 38|Jost 1963, p. 101, n. 72|Legrand 1963, p. 51|De Mirimonde 1964, p. 153, fig. 29|Ertz 1979, cat. #343, fig. 495|Froitzheim-Hegger 1993, pp. 176-182, n. 633|Essen/Vienna 1997, p. 73|Ertz 2008-10, cat. #408","7620|7621|7622|7623|7624","Cologne/Antwerp 1992/93, cat. #29.1|Essen/Vienna 1997, cat. #80",343,408,,,,,"5039|5040","Collection of Marquis de Livois, 1736-1790|In museum since 1799",3108,,,,,198,"Musée  des Beaux-Arts","http://musees.angers.fr/collections/uvres-choisies/musee-des-beaux-arts/van-balen-le-banquet-des-dieux/index.html","img/derivatives/simple/3112/thumbnail.jpg","img/derivatives/simple/3112/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/feast-of-the-gods-with-musical-nymphs"
3113,"Feeding the Multitude","Painting","Religious","Children|Nude|Christ|New Testament",,87,198.6,,"Germany","Aschaffenburg","Staatsgalerie im Schloss Johannisburg","on loan from Bayerische Staatsgem&#228;ldesammlungen, inv. #6312",,,"Public","1605-1610",1605,"Oil","Panel",,,,,,,,,,,,,,,,"Produced Outside Jan Brueghel's Studio","Ertz 2008-10, #Add. 19","Aschaffenburg (exhibition catalog) 1975, p. 18|Werche 2004, cat. #A25|Ertz 2008-10, cat. #Add. 19","7362|7363",,,,,,,,5041,"From the Electorate of Mainz gallery",,,,,,,,,"img/derivatives/simple/3113/thumbnail.jpg","img/derivatives/simple/3113/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/feeding-the-multitude"
3115,"Fish Market before a City on Water","Painting","Village, Town and Cityscape","Market|Fish|Horse|Landing stage|River|Burghers|Crowd|Fishermen|Boat",,17.6,27.5,,"Germany","Schwerin","Staatliches Museum","inv. #G 2343",,,"Public",,,"Oil","Copper",,,,,,,,,,,,,,,,"Produced Outside Jan Brueghel's Studio","Ertz 2008-10, #127","Ertz 2008-10, cat. #127",7430,,,127,,,,0,,,3341,,,,,199,,,"img/derivatives/simple/3115/thumbnail.jpg","img/derivatives/simple/3115/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/fish-market-before-a-city-on-water"
3116,"Fish Market by a River","Painting","Village, Town and Cityscape","Market|Dog|Fish|Church|House|Landing stage|River|Fishermen|Merchants|Boat",,29.5,42,,"Germany","Munich","Alte Pinakothek","inv. #1883",,,"Public",1605,1605,"Oil","Copper",,"BRUEGHEL 1605",,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #126|Ertz 1979, #111","Van Gool 1750/51, vol. 2, p.559|Ertz 1979, cat. #111, pp. 41, 576, fig. 11|Essen/Vienna 1997, p. 25, fig.4|Renger/Denk 2002, p. 115|Ertz 2008-10, cat. #126, pp. 276-78","7431|7432|7433|7434|10337","Cologne/Antwerp/Vienna 1992, cat. #80.2|Essen/Vienna 2003, cat. #67|Munich 2009, cat. #47|Stockholm 2010, cat. #53|Munich 2013, cat. #46",111,126,,,,0,"5048|5049|5050|5051|5052","Düsseldorf  Gallery 1719, #24 as Fruelen Brugel|Mannheim Gallery, 1730|Munich, 1822, #2002|Schleissheim, 1830, #794|Munich, 1905, #651",,,,"515|516",,200,"Alte Pinakothek","http://www.pinakothek.de/node/1078","img/derivatives/simple/3116/thumbnail.jpg","img/derivatives/simple/3116/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/fish-market-by-a-river"
3117,"Fish Market in a Riverside Village","Painting","Village, Town and Cityscape","Dog|Fish|Horse|Village|Windmill|Landing stage|River|Burghers|Boat|Wagon",,40.6,60,,,,,,"Private Collection","London, Sotheby's, March 11, 1964, inv. #10","Private",1619,1619,"Oil","Copper",,"BRUEGHEL 1619",,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #130|Ertz 1979, #218","Ertz 1979, cat. #218, fig. 284|Ertz 2008-10, cat. #130","7435|7436","London, R.A., 1938 #113",218,130,,,,,5053,"Collection of Captain Bruce S. Ingram, before 1964",3356,,,,,,,,"img/derivatives/simple/3117/thumbnail.jpg","img/derivatives/simple/3117/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/fish-market-in-a-riverside-village"
3118,"Fishermen in the Dunes","Drawing","Study","Dog|Fish|Fishermen",,18.5,28.6,,"Belgium","Antwerp","Museum Plantin-Moretus","PK.OT.00235; A.39.4",,,"Public",,,"Pen and bistre","Paper",,,,,,,,,,,,,,,,,"Bailey/Walker cat. #ANTW.PM.12","Delen 1938, p. 57, nr. 173",,,,,"ANTW.PM.12",,,,6585,"Antwerp, Van Cauwenberghs",,,,"517|518",,,"Museum Plantin-Moretus","http://search.museumplantinmoretus.be/Details/collect/276966","img/derivatives/simple/3118/thumbnail.jpg","img/derivatives/simple/3118/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/fishermen-in-the-dunes"
3119,"Five Boats Sailing on a River","Drawing","Seascape","River|Seascape|Boat",,11.9,18.5,,"United States","New Haven, CT","Yale University Art Gallery","1961.62.13",,,"Public",,,"Pen and brown ink, blue wash","Paper",,,,,"""Peter Breugel the elder""",,,,,,,,,,,,"Bailey/Walker cat. #NEWH.YU.6","New Haven 1970, p. 296, nr. 546",7440,,,,"NEWH.YU.6",,,,6913,"Egmont Collection, Yale Library Transfer",,,,,,,"Yale University Art Gallery","http://artgallery.yale.edu/collections/objects/58538","img/derivatives/simple/3119/thumbnail.jpg","img/derivatives/simple/3119/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/five-boats-sailing-on-a-river"
3120,"Flemish Landscape","Drawing","Landscape","Church|River|Ship",,19.9,31.8,,"England","London","British Museum","RN 1946,0713.148",,,"Public",,,"Pen and brown ink","Paper",,,,,"""bassere in Flandre""",,,,,,,,,,,"Jan Brueghel the Elder","Bailey/Walker cat. #LOND.BM.22","Popham 1935, p. 179, nr. 2|Berlin 1975, p. 55, nr. 60, pl. 90 (as by Jan Brueghel the Elder after Pieter Bruegel)|Mielke 1996, nr. 27 (as copy by Jan Brueghel the Elder after Pieter Bruegel's drawing in Berlin)|Essen/Vienna 1997-98","7441|7442|10338|10339","Berlin 1975, nr. 60|Essen/Vienna 1997-98",,,"LOND.BM.22",,,0,"6838|6839|6840|6841|6842|6843|6844","Thomas Fitzroy Fenwick|Sir Thomas Lawrence L.2445)|Sir Thomas Phillips|Samuel Woodburn (Christie's 4-6-1860/92 ""Brueghel - A Landscape|and a river Scene|Bol - The calling of Peter -)|donated by Count Antoine Seilern, 1946",,,,,,201,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/3120/thumbnail.jpg","img/derivatives/simple/3120/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flemish-landscape"
3121,"Flemish Village","Drawing","Village, Town and Cityscape","House|Village|Stream|Peasants",,19.1,31,,"England","London","British Museum","RN SL,5214.237",,,"Public",,,"Pen and brown ink, with blue and gray wash","Paper",,,,,,,,,,,,,,,,,"Bailey/Walker cat. #LOND.BM.32","Hind 1915, nr. 19",7443,,,,"LOND.BM.32",,,,6854,"Bequeathed by Sir Hans Sloane, 1753",,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/3121/thumbnail.jpg","img/derivatives/simple/3121/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flemish-village"
3122,"Flemish Village with a River or Canal in the Foreground","Drawing","Village, Town and Cityscape","Church|Village|River|Boat",,18.5,29.3,,"England","London","British Museum","RN SL,5214.143",,,"Public",,,"Pen and brown ink with brown and blue wash","Paper",,,,"Watermark: Rampant lion (7.5 x 7.5 cm)","Watermark: Rampant lion (7.5 x 7.5 cm)",,,,,,,,,,,,"Bailey/Walker cat. #LOND.BM.5","Popham 1932, nr. 36",7444,,,,"LOND.BM.5",,,,6802,"Bequeathed by Sir Hans Sloane, 1753",,,,,,202,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/3122/thumbnail.jpg","img/derivatives/simple/3122/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flemish-village-with-a-river-or-canal-in-the-foreground"
3124,"Flora: Allegory of Spring","Painting","Allegory","Spring|Van Balen|Nude|Putti|Flowers|Fruit",,18.8,14.8,,,,,,"Private Collection","London, Sotheby's, 6 December 2006, lot 4 ($258,583)","Private",,,"Oil","Copper",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio",,,,,,,,,,,5076,"Private collection",,,,,,203,,,"img/derivatives/simple/3124/thumbnail.jpg","img/derivatives/simple/3124/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flora-allegory-of-spring"
3126,"Flower Arrangement","Drawing","Flower Still-Life and Nature Study","Flowers|Fruit|Vegetables",,29.6,11.7,,"Belgium","Antwerp","Museum Plantin-Moretus","PK.OT.00562; D.9.23",,,"Public",,,"Pen and brush in brown","Paper",,,,,,,,,,,,,"Pieter van Avont",,,,"Bailey/Walker cat. #ANTW.PM.10","Winner 1961, p. 190, fig. 50 (as Peter van Avont)|Los Angeles/The Hague 2006-07, p. 164, nr. 20,21, fig. 87 (as Jan Brueghel the Elder)","7482|7483","Los Angeles/The Hague 2006-07, fig. 87 (as Jan Brueghel the Elder)",,,"ANTW.PM.10",,,,,,"3246|3241|3239|3240",,,"519|520",,,"Museum Plantin-Moretus","http://search.museumplantinmoretus.be/Details/collect/277312","img/derivatives/simple/3126/thumbnail.jpg","img/derivatives/simple/3126/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-arrangement"
3127,"Flower Garland Around the Holy Family, Elizabeth and John","Painting","Garland","Insects|Rubens|Holy family|Flowers|Garland",,73,59,,"United States","Atlanta, GA","The High Museum of Art","inv. #1989.113",,,"Public","ca. 1620",1620,"Oil","Panel",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #477","Ertz 2008-10, cat. #477",7480,,,477,,,,,"5084|5085|5086","Before 1988, New York, Private collection|1988, New York, Sotheby's, January 14, #96 (as 'Jan II')|1989, Atlanta, High Museum of Art","3128|3132|3133|3349|3743|3350|3348",,,,,204,"High Museum of Art","http://www.high.org/Art/Permanent-Collection/CollectionDetails.aspx","img/derivatives/simple/3127/thumbnail.jpg","img/derivatives/simple/3127/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-garland-around-the-holy-family-elizabeth-and-john"
3128,"Flower Garland Around the Holy Family, Elizabeth and John (Zurich)","Painting","Garland","Insects|Jan Brueghel the Younger|Holy family|Flowers|Garland",,73,59,,,,,,"Private Collection","Zürich, Koller Auction, inv. #22.09.2006","Private","ca. 1620",1620,"Oil","Panel",,,,,,,,,,,,,"Jan Brueghel the Younger",,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #478|RKD as Jan Brueghel the Younger and circle/follower of P. R. Rubens",,,"l'Art Belge au XVIIe Sciecle'', Brussels, 1910, cat. 15 as Jan Brueghel the Elder and Rubens|Brueghel exhibition, Brussels, 1980, cat. 173|Sotheby's, London, July 5, 1981, #339|Zurich, August 18-22, 2006, #3024, as Jan Brueghel the Elder",,478,,,,,"5087|5088|5089|5090","Roose collection, Antwerp|Joseph de Pret-Roose de Calesbergh, Antwerp, 1887.|Comte Graaf Constantin de Bousies, Brussels, 1910.|Collection of Baudouin de Bousies Borluut, Brussels, 1984.","3127|3132|3133|3349|3743|3350|3348",,,,,205,,,"img/derivatives/simple/3128/thumbnail.jpg","img/derivatives/simple/3128/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-garland-around-the-holy-family-elizabeth-and-john-zurich"
3129,"Flower Garland Around the Holy Family and John the Baptist (Zurich)","Painting","Garland","Insects|Van Balen|Putti|Holy family|Flowers|Garland",,16.6,13.7,,,,,,"Private Collection","Zürich, Koller Auction, Nov. 19 1987, inv. #5016","Private","ca. 1608",1608,"Oil","Copper",,,,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #471","Werche 2004, Cat. A40",7481,,,471,,,,,"5091|5092|5093|5094","Private Collection , France, before 1986.|Paris, Galerie d'Art St. Honoré, Paris, 1986, Cat. 10|Private Collection, after 1986.|Koller Auction, Nov 19 1987, #5016.","3132|3136|3133|3349|3743|3350|3348",,,,,206,,,"img/derivatives/simple/3129/thumbnail.jpg","img/derivatives/simple/3129/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-garland-around-the-holy-family-and-john-the-baptist-zurich"
3130,"Flower Garland Around the Madonna and Child with Angels","Painting","Garland","Van Balen|Angels|Christ|Virgin Mary|Flowers|Garland",,42,32.4,,,,,,"Private Collection","London, Johnny van Haeften Ltd.","Private","1615-1620",1615,"Oil","Copper",,,,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #479","Ertz 2008-10, cat. #479",7479,,,479,,,,,"5095|5096|5097|5098|5099|5100","Possibly bought by Prince Vladislaus Sigismundas Vasa of Poland, ca. 1624|Comtes de Roucy,  Compiègne|Bequeathed to Marie-France de Roucy (1847-1914),  Compiègne|Simone de Roucy|private collection|Sotheby's, London,  July 4, 2007 for 216,000 pounds",,,,"521|522|523|524",,207,,,"img/derivatives/simple/3130/thumbnail.jpg","img/derivatives/simple/3130/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-garland-around-the-madonna-and-child-with-angels"
3131,"Flower Garland Around the Virgin and Child (Madrid)","Painting","Garland","Van Balen|Christ|Virgin Mary|Flowers|Fruit|Garland",,48,41,,"Spain","Madrid","Museo del Prado","inv. #1416",,,"Public","ca. 1621",1621,"Oil","Panel",,,,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #468|Ertz 1979, #367","Diaz Padron 1975, pp. 47-48|Ertz 1979, cat. #367, p. 311, 323, 325, 620|Freedberg 1981|J.M. Gonzalez de Zarate in ''Goya'', 209, 1989, pp. 282-290|Ertz 2008-10, cat. #468","7475|7476|7477|7478",,367,468,,,,,5101,"In the collection of the Infanta in Spain since 1623.","3743|3350|3132|3245|3133|3349|3350|3348",,,,,208,"Museo del Prado","https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda-con-la-virgen-y-el-nio/291e5bbe-1909-4d73-9b03-f094d1469e4d","img/derivatives/simple/3131/thumbnail.jpg","img/derivatives/simple/3131/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-garland-around-the-virgin-and-child-madrid"
3132,"Flower Garland Around the Virgin and Child (Milan)","Painting","Garland","Insects|Van Balen|Borromeo|Christ|Virgin Mary|Flowers|Fruit|Garland",,27,22,,"Italy","Milan","Ambrosiana","inv. #71",,,"Public","ca. 1607-ca. 1608",1607,"Oil","Silver oval inset into copper",,,,,,,,,,,,,,,"Federico Borromeo","Jan Brueghel the Elder","Ertz 2008-10, #461|Ertz 1979, #187","Crivelli 1868, 99: letter of February 1, 1608 & others thereafter|Milan 1932, Pinacoteca Ambrosiana cat. #3|Ertz 1979, cat. #337, fig. 377.|Diaz Padron, ''Archivo Espagnol de Arte'', 1980, #210, fig. 18 (as H.v. Balen)|Freedberg 1981, pp. 116-121, fig. 3|Hairs 1985, fig. 201,202 (?).|Pijl in Ambrosiana 2006, pp. 97-98|Ertz 2008-10, cat. #461|Merriam 2012, Fig. II","7469|7470|7471|7472|7473|7474","Brussels 1980, cat. #140",187,461,,,,,"5102|5103","1607-08, acquired by Cardinal Federico Borromeo|1618, Milan, Ambrosiana, donated to the Ambrosiana by Cardinal Federico Borromeo","3136|3129|3349|3743|3133|3131|3350|3348",,,525,,"209|210|211","Ambrosiana","http://www.ambrosiana.eu/cms/madonna_con_bambino-1584.html","img/derivatives/simple/3132/thumbnail.jpg","img/derivatives/simple/3132/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-garland-around-the-virgin-and-child-milan"
3133,"Flower Garland Around the Virgin and Child (Monte Carlo)","Painting","Garland","Rottenhammer|Christ|Virgin Mary|Flowers|Garland",,45.4,34.5,,,,,,"Private Collection","Monte Carlo, Galerie St. Germain","Private","ca. 1608",1608,"Oil","Copper",,,,,,,,,,,,,"Hans Rottenhammer",,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #462",,,,,462,,,,,5104,"Galerie St Germain, Monte Carlo,  2007.","3743|3131|3132|3350|3348",,,,,212,,,"img/derivatives/simple/3133/thumbnail.jpg","img/derivatives/simple/3133/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-garland-around-the-virgin-and-child-monte-carlo"
3134,"Flower Garland Around the Virgin and Child (Sermentizon)","Painting","Garland","Insects|Jan Brueghel the Younger|Christ|Virgin Mary|Flowers|Garland",,114,74,,"France","Sermentizon","Château d&#39;Aulteribe, Caisse Nationale des Monuments Historiques et des Sites, Puy-de-Dôme",,,,"Public","ca. 1620-ca. 1622",1620,"Oil","Panel",,,,,,,,,,,,,"Jan Brueghel the Younger",,,"Produced Outside Jan Brueghel's Studio","Ertz 2008-10, #467","Ertz 2008-10, cat. #467",7468,,,467,,,,,5105,"Bequeathed by the Marquis de Piere to the Caisse National des Monuments Historiques et des Sites, 1954.","3132|3133|3349|3743|3350|3348",,,,,,,,"img/derivatives/simple/3134/thumbnail.jpg","img/derivatives/simple/3134/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-garland-around-the-virgin-and-child-sermentizon"
3135,"Flower Garland with Holy Family and St. Elizabeth and John","Painting","Garland","Insects|Van Balen|Angels|Holy family|Flowers|Garland",,57.8,47,,,,,,"Private Collection","London, Richard Green Gallery, 1966","Private","1609-1616",1609,"Oil","Panel",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #472|Ertz 1979, #213","Ertz 1979, cat. #213, fig. 381|Ertz 2008-10, cat. #472","7466|7467",,213,472,,,,,"5106|5107|5108","M. Kappel, Berlin, Nov. 25, 1930, #1|Cassirer and Helbing, Berlin, Nov. 25, 1930.|Sotheby's, London, sale, March 16, 1966, #48 to Richard Green.","3136|3132|3133|3349|3743|3350|3348",,,,,213,,,"img/derivatives/simple/3135/thumbnail.jpg","img/derivatives/simple/3135/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-garland-with-holy-family-and-st-elizabeth-and-john"
3136,"Flower Garland with the Holy Family and John the Baptist (Geneva)","Painting","Garland","Insects|Van Balen|Angels|Holy family|Flowers|Fruit|Garland",,30.5,24,,,,,,"Private Collection","Geneva, Articor, 1979","Private",1608,1608,"Oil","Panel",,,,,,,,,,,,,,,,"Jan Brueghel the Elder","Ertz 2008-10, #470|Ertz 1979, #188","Ertz 1979, cat. #188, fig. 378|Ertz 2008-10, cat. #470","7464|7465","London 1979, cat. #20|London, Dulwich Picture Gallery, 1996, cat. #2",188,470,,,,,"5109|5110|5111","Collection of Paul Cassirer, Berlin, before 1930.|Collection of H. A. Wetzlar, Amsterdam, after 1930.|Richard Green Gallery, London.","3135|3129|3132|3133|3349|3743|3350|3348",,,,,214,,,"img/derivatives/simple/3136/thumbnail.jpg","img/derivatives/simple/3136/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-garland-with-the-holy-family-and-john-the-baptist-geneva"
3137,"Flower Vase with Mussels and Butterflies","Painting","Flower Still-Life and Nature Study","Insects|Glass|Vase|Flowers|Shells",,31.9,23.9,,,,,,"Private Collection",,"Private","ca. 1620",1620,"Oil","Copper",,,,,,,,,,,,,,,,"Produced in Jan Brueghel's Studio","Ertz 2008-10, #430|RKD as Jan Brueghel the Younger","Ertz 2008-10, Cat.430",7857,,,430,,,,,5112,"Collection of E. le Roy, expert from the Musees Royeaux de Beaux-Arts de Belgique, based on a seal on the backside of the panel|Christie's, London, December 13, 1996, #45, as Jan Brueghel the Younger",,,,,,215,,,"img/derivatives/simple/3137/thumbnail.jpg","img/derivatives/simple/3137/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/flower-vase-with-mussels-and-butterflies"
